"BILL_PERIOD","BILLNUMAMEND","BILL_NORM"
"2007-2008","A358-A","A358A"
"2007-2008","A359","A359"
"2007-2008","A360-A","A360A"
"2007-2008","A267","A267"
"2007-2008","A268","A268"
"2007-2008","A269","A269"
"2007-2008","A364","A364"
"2007-2008","A365","A365"
"2007-2008","A366","A366"
"2007-2008","A367","A367"
"2007-2008","A368","A368"
"2007-2008","A369-A","A369A"
"2007-2008","A370","A370"
"2007-2008","A398","A398"
"2007-2008","A399","A399"
"2007-2008","A428","A428"
"2007-2008","A429","A429"
"2007-2008","A351","A351"
"2007-2008","A352","A352"
"2007-2008","A353","A353"
"2007-2008","A354","A354"
"2007-2008","A355","A355"
"2007-2008","A356","A356"
"2007-2008","A357","A357"
"2007-2008","A441","A441"
"2007-2008","A442","A442"
"2007-2008","A377","A377"
"2007-2008","A378","A378"
"2007-2008","A379","A379"
"2007-2008","A380","A380"
"2007-2008","A381","A381"
"2007-2008","A382","A382"
"2007-2008","A383","A383"
"2007-2008","A384","A384"
"2007-2008","A385","A385"
"2007-2008","A386","A386"
"2007-2008","A387","A387"
"2007-2008","A413","A413"
"2007-2008","A371","A371"
"2007-2008","A400","A400"
"2007-2008","A401","A401"
"2007-2008","A402","A402"
"2007-2008","A403","A403"
"2007-2008","A404","A404"
"2007-2008","A405","A405"
"2007-2008","A406","A406"
"2007-2008","A407","A407"
"2007-2008","A408","A408"
"2007-2008","A409","A409"
"2007-2008","A410","A410"
"2007-2008","A411","A411"
"2007-2008","A440","A440"
"2007-2008","A449","A449"
"2007-2008","A450","A450"
"2007-2008","A451","A451"
"2007-2008","A361","A361"
"2007-2008","A362-A","A362A"
"2007-2008","A363","A363"
"2007-2008","A458","A458"
"2007-2008","A459","A459"
"2007-2008","A460","A460"
"2007-2008","A461","A461"
"2007-2008","A462","A462"
"2007-2008","A463","A463"
"2007-2008","A464","A464"
"2007-2008","A414","A414"
"2007-2008","A415-A","A415A"
"2007-2008","A416","A416"
"2007-2008","A417","A417"
"2007-2008","A418","A418"
"2007-2008","A419","A419"
"2007-2008","A420","A420"
"2007-2008","A421","A421"
"2007-2008","A422-A","A422A"
"2007-2008","A423","A423"
"2007-2008","A424","A424"
"2007-2008","A425","A425"
"2007-2008","A426","A426"
"2007-2008","A427","A427"
"2007-2008","A524","A524"
"2007-2008","A525","A525"
"2007-2008","A526","A526"
"2007-2008","A527","A527"
"2007-2008","A528","A528"
"2007-2008","A529","A529"
"2007-2008","A530","A530"
"2007-2008","A443","A443"
"2007-2008","A444","A444"
"2007-2008","A445","A445"
"2007-2008","A446","A446"
"2007-2008","A447","A447"
"2007-2008","A448","A448"
"2007-2008","A510","A510"
"2007-2008","A511","A511"
"2007-2008","A512","A512"
"2007-2008","A468","A468"
"2007-2008","A469-A","A469A"
"2007-2008","A470","A470"
"2007-2008","A471","A471"
"2007-2008","A472","A472"
"2007-2008","A473-A","A473A"
"2007-2008","A474","A474"
"2007-2008","A465","A465"
"2007-2008","A372-A","A372A"
"2007-2008","A373","A373"
"2007-2008","A502","A502"
"2007-2008","A503-A","A503A"
"2007-2008","A504","A504"
"2007-2008","A505","A505"
"2007-2008","A506","A506"
"2007-2008","A507","A507"
"2007-2008","A508","A508"
"2007-2008","A509","A509"
"2007-2008","A475","A475"
"2007-2008","A476","A476"
"2007-2008","A477","A477"
"2007-2008","A478","A478"
"2007-2008","A538-A","A538A"
"2007-2008","A539-A","A539A"
"2007-2008","A540","A540"
"2007-2008","A483","A483"
"2007-2008","A484","A484"
"2007-2008","A485","A485"
"2007-2008","A486","A486"
"2007-2008","A487","A487"
"2007-2008","A488","A488"
"2007-2008","A489","A489"
"2007-2008","A490","A490"
"2007-2008","A491","A491"
"2007-2008","A492","A492"
"2007-2008","A493","A493"
"2007-2008","A494","A494"
"2007-2008","A495","A495"
"2007-2008","A496","A496"
"2007-2008","A497","A497"
"2007-2008","A498","A498"
"2007-2008","A534","A534"
"2007-2008","A535-A","A535A"
"2007-2008","A536-A","A536A"
"2007-2008","A537-A","A537A"
"2007-2008","A513","A513"
"2007-2008","A514","A514"
"2007-2008","A515","A515"
"2007-2008","A516","A516"
"2007-2008","A517","A517"
"2007-2008","A518","A518"
"2007-2008","A519","A519"
"2007-2008","A520","A520"
"2007-2008","A521","A521"
"2007-2008","A499","A499"
"2007-2008","A500","A500"
"2007-2008","A501","A501"
"2007-2008","A479","A479"
"2007-2008","A480","A480"
"2007-2008","A481","A481"
"2007-2008","A482","A482"
"2007-2008","A531","A531"
"2007-2008","A532","A532"
"2007-2008","A533","A533"
"2007-2008","A618-A","A618A"
"2007-2008","A619","A619"
"2007-2008","A620-A","A620A"
"2007-2008","A576","A576"
"2007-2008","A577-A","A577A"
"2007-2008","A578","A578"
"2007-2008","A579","A579"
"2007-2008","A580","A580"
"2007-2008","A581","A581"
"2007-2008","A582","A582"
"2007-2008","A522","A522"
"2007-2008","A523","A523"
"2007-2008","A466","A466"
"2007-2008","A467","A467"
"2007-2008","A561","A561"
"2007-2008","A562","A562"
"2007-2008","A563","A563"
"2007-2008","A564","A564"
"2007-2008","A565","A565"
"2007-2008","A566","A566"
"2007-2008","A567","A567"
"2007-2008","A616","A616"
"2007-2008","A617","A617"
"2007-2008","A583-A","A583A"
"2007-2008","A584","A584"
"2007-2008","A608","A608"
"2007-2008","A609","A609"
"2007-2008","A610","A610"
"2007-2008","A611","A611"
"2007-2008","A612","A612"
"2007-2008","A613-A","A613A"
"2007-2008","A614","A614"
"2007-2008","A615","A615"
"2007-2008","A541","A541"
"2007-2008","A10074-A","A10074A"
"2007-2008","A10075","A10075"
"2007-2008","A10076","A10076"
"2007-2008","A10077","A10077"
"2007-2008","A10078","A10078"
"2007-2008","A10016","A10016"
"2007-2008","A10017","A10017"
"2007-2008","A10018","A10018"
"2007-2008","A10019","A10019"
"2007-2008","A10020","A10020"
"2007-2008","A10021-A","A10021A"
"2007-2008","A26","A26"
"2007-2008","A27","A27"
"2007-2008","A124","A124"
"2007-2008","A125","A125"
"2007-2008","A126","A126"
"2007-2008","A127-B","A127B"
"2007-2008","A128","A128"
"2007-2008","A129","A129"
"2007-2008","A130","A130"
"2007-2008","A131","A131"
"2007-2008","A132","A132"
"2007-2008","A133","A133"
"2007-2008","A134","A134"
"2007-2008","A135-A","A135A"
"2007-2008","A246-A","A246A"
"2007-2008","A170","A170"
"2007-2008","A171","A171"
"2007-2008","A341","A341"
"2007-2008","A342","A342"
"2007-2008","A259","A259"
"2007-2008","A260-A","A260A"
"2007-2008","A261","A261"
"2007-2008","A262","A262"
"2007-2008","A263","A263"
"2007-2008","A264","A264"
"2007-2008","A28","A28"
"2007-2008","A29","A29"
"2007-2008","A42","A42"
"2007-2008","A43","A43"
"2007-2008","A44","A44"
"2007-2008","A45","A45"
"2007-2008","A46","A46"
"2007-2008","A47","A47"
"2007-2008","A48","A48"
"2007-2008","A49","A49"
"2007-2008","A50","A50"
"2007-2008","A51","A51"
"2007-2008","A52","A52"
"2007-2008","A113-A","A113A"
"2007-2008","A114","A114"
"2007-2008","A158","A158"
"2007-2008","A159-B","A159B"
"2007-2008","A160","A160"
"2007-2008","A161","A161"
"2007-2008","A162","A162"
"2007-2008","A163","A163"
"2007-2008","A164","A164"
"2007-2008","A165","A165"
"2007-2008","A166","A166"
"2007-2008","A167","A167"
"2007-2008","A168","A168"
"2007-2008","A265","A265"
"2007-2008","A266","A266"
"2007-2008","A185","A185"
"2007-2008","A186","A186"
"2007-2008","A270","A270"
"2007-2008","A271","A271"
"2007-2008","A272-A","A272A"
"2007-2008","A273-B","A273B"
"2007-2008","A274-B","A274B"
"2007-2008","A275-A","A275A"
"2007-2008","A276","A276"
"2007-2008","A277","A277"
"2007-2008","A53","A53"
"2007-2008","A54","A54"
"2007-2008","A66-B","A66B"
"2007-2008","A67","A67"
"2007-2008","A68","A68"
"2007-2008","A69","A69"
"2007-2008","A70","A70"
"2007-2008","A71","A71"
"2007-2008","A72-C","A72C"
"2007-2008","A73-A","A73A"
"2007-2008","A74","A74"
"2007-2008","A75","A75"
"2007-2008","A147","A147"
"2007-2008","A148","A148"
"2007-2008","A149","A149"
"2007-2008","A150","A150"
"2007-2008","A151","A151"
"2007-2008","A152","A152"
"2007-2008","A153","A153"
"2007-2008","A154","A154"
"2007-2008","A155","A155"
"2007-2008","A156","A156"
"2007-2008","A157","A157"
"2007-2008","A278","A278"
"2007-2008","A279","A279"
"2007-2008","A319-A","A319A"
"2007-2008","A320","A320"
"2007-2008","A321","A321"
"2007-2008","A322","A322"
"2007-2008","A323-A","A323A"
"2007-2008","A324","A324"
"2007-2008","A325","A325"
"2007-2008","A326","A326"
"2007-2008","A327","A327"
"2007-2008","A55","A55"
"2007-2008","A56-A","A56A"
"2007-2008","A57","A57"
"2007-2008","A58","A58"
"2007-2008","A59","A59"
"2007-2008","A60","A60"
"2007-2008","A61-A","A61A"
"2007-2008","A62-A","A62A"
"2007-2008","A63","A63"
"2007-2008","A64-A","A64A"
"2007-2008","A65","A65"
"2007-2008","A200-A","A200A"
"2007-2008","A201","A201"
"2007-2008","A247","A247"
"2007-2008","A248-B","A248B"
"2007-2008","A249","A249"
"2007-2008","A250","A250"
"2007-2008","A251","A251"
"2007-2008","A252","A252"
"2007-2008","A253","A253"
"2007-2008","A254","A254"
"2007-2008","A255","A255"
"2007-2008","A256-A","A256A"
"2007-2008","A328","A328"
"2007-2008","A280","A280"
"2007-2008","A281","A281"
"2007-2008","A282-A","A282A"
"2007-2008","A283","A283"
"2007-2008","A284","A284"
"2007-2008","A285","A285"
"2007-2008","A286","A286"
"2007-2008","A287","A287"
"2007-2008","A288","A288"
"2007-2008","A289","A289"
"2007-2008","A290","A290"
"2007-2008","A30","A30"
"2007-2008","A31","A31"
"2007-2008","A32","A32"
"2007-2008","A33","A33"
"2007-2008","A34","A34"
"2007-2008","A35","A35"
"2007-2008","A36","A36"
"2007-2008","A37","A37"
"2007-2008","A38","A38"
"2007-2008","A39","A39"
"2007-2008","A40-A","A40A"
"2007-2008","A41","A41"
"2007-2008","A257","A257"
"2007-2008","A216","A216"
"2007-2008","A217-B","A217B"
"2007-2008","A218","A218"
"2007-2008","A219","A219"
"2007-2008","A220","A220"
"2007-2008","A221","A221"
"2007-2008","A222","A222"
"2007-2008","A223","A223"
"2007-2008","A291","A291"
"2007-2008","A349","A349"
"2007-2008","A350","A350"
"2007-2008","A296","A296"
"2007-2008","A297","A297"
"2007-2008","A298","A298"
"2007-2008","A299","A299"
"2007-2008","A300","A300"
"2007-2008","A301","A301"
"2007-2008","A302","A302"
"2007-2008","A303","A303"
"2007-2008","A304-B","A304B"
"2007-2008","A76-A","A76A"
"2007-2008","A77","A77"
"2007-2008","A78","A78"
"2007-2008","A79","A79"
"2007-2008","A80","A80"
"2007-2008","A81","A81"
"2007-2008","A82","A82"
"2007-2008","A83","A83"
"2007-2008","A84","A84"
"2007-2008","A85","A85"
"2007-2008","A86","A86"
"2007-2008","A224-A","A224A"
"2007-2008","A225-B","A225B"
"2007-2008","A172","A172"
"2007-2008","A173","A173"
"2007-2008","A174","A174"
"2007-2008","A175","A175"
"2007-2008","A176","A176"
"2007-2008","A177","A177"
"2007-2008","A178","A178"
"2007-2008","A179","A179"
"2007-2008","A180","A180"
"2007-2008","A181","A181"
"2007-2008","A182","A182"
"2007-2008","A183","A183"
"2007-2008","A305","A305"
"2007-2008","A306","A306"
"2007-2008","A307","A307"
"2007-2008","A308","A308"
"2007-2008","A309-A","A309A"
"2007-2008","A310","A310"
"2007-2008","A311","A311"
"2007-2008","A312","A312"
"2007-2008","A313","A313"
"2007-2008","A314","A314"
"2007-2008","A315","A315"
"2007-2008","A316-B","A316B"
"2007-2008","A317","A317"
"2007-2008","A88","A88"
"2007-2008","A89","A89"
"2007-2008","A90","A90"
"2007-2008","A91","A91"
"2007-2008","A92","A92"
"2007-2008","A93","A93"
"2007-2008","A94","A94"
"2007-2008","A95-A","A95A"
"2007-2008","A96","A96"
"2007-2008","A97","A97"
"2007-2008","A98","A98"
"2007-2008","A99","A99"
"2007-2008","A100","A100"
"2007-2008","A184","A184"
"2007-2008","A87","A87"
"2007-2008","A187","A187"
"2007-2008","A188","A188"
"2007-2008","A189","A189"
"2007-2008","A190","A190"
"2007-2008","A191","A191"
"2007-2008","A192","A192"
"2007-2008","A193","A193"
"2007-2008","A194-A","A194A"
"2007-2008","A195","A195"
"2007-2008","A196","A196"
"2007-2008","A197","A197"
"2007-2008","A198","A198"
"2007-2008","A199","A199"
"2007-2008","A412","A412"
"2007-2008","A292-A","A292A"
"2007-2008","A293","A293"
"2007-2008","A294","A294"
"2007-2008","A295","A295"
"2007-2008","A343","A343"
"2007-2008","A344","A344"
"2007-2008","A345","A345"
"2007-2008","A346","A346"
"2007-2008","A347-A","A347A"
"2007-2008","A137","A137"
"2007-2008","A138","A138"
"2007-2008","A139","A139"
"2007-2008","A140","A140"
"2007-2008","A141-A","A141A"
"2007-2008","A142","A142"
"2007-2008","A143","A143"
"2007-2008","A144","A144"
"2007-2008","A145","A145"
"2007-2008","A146","A146"
"2007-2008","A318","A318"
"2007-2008","A226","A226"
"2007-2008","A227","A227"
"2007-2008","A228","A228"
"2007-2008","A229","A229"
"2007-2008","A230","A230"
"2007-2008","A231","A231"
"2007-2008","A232","A232"
"2007-2008","A233","A233"
"2007-2008","A234","A234"
"2007-2008","A235","A235"
"2007-2008","A258","A258"
"2007-2008","A730","A730"
"2007-2008","A706","A706"
"2007-2008","A707","A707"
"2007-2008","A708","A708"
"2007-2008","A709","A709"
"2007-2008","A710","A710"
"2007-2008","A711","A711"
"2007-2008","A712","A712"
"2007-2008","A713","A713"
"2007-2008","A714","A714"
"2007-2008","A715","A715"
"2007-2008","A645","A645"
"2007-2008","A849","A849"
"2007-2008","A850","A850"
"2007-2008","A851","A851"
"2007-2008","A906","A906"
"2007-2008","A907-A","A907A"
"2007-2008","A908","A908"
"2007-2008","A909","A909"
"2007-2008","A910","A910"
"2007-2008","A911","A911"
"2007-2008","A912","A912"
"2007-2008","A1094","A1094"
"2007-2008","A1095-A","A1095A"
"2007-2008","A1096","A1096"
"2007-2008","A4075","A4075"
"2007-2008","A4076","A4076"
"2007-2008","A4077","A4077"
"2007-2008","A4078","A4078"
"2007-2008","A4079","A4079"
"2007-2008","A4224","A4224"
"2007-2008","A4494","A4494"
"2007-2008","A4495","A4495"
"2007-2008","A4496","A4496"
"2007-2008","A1671","A1671"
"2007-2008","A1672","A1672"
"2007-2008","A1673","A1673"
"2007-2008","A1674","A1674"
"2007-2008","A1641-A","A1641A"
"2007-2008","A1676","A1676"
"2007-2008","A1677","A1677"
"2007-2008","A1678","A1678"
"2007-2008","A1679","A1679"
"2007-2008","A1680","A1680"
"2007-2008","A1681","A1681"
"2007-2008","A1479","A1479"
"2007-2008","A1480-A","A1480A"
"2007-2008","A1481","A1481"
"2007-2008","A4341","A4341"
"2007-2008","A3909","A3909"
"2007-2008","A3910","A3910"
"2007-2008","A3805","A3805"
"2007-2008","A3817","A3817"
"2007-2008","A3912","A3912"
"2007-2008","A3913","A3913"
"2007-2008","A4440","A4440"
"2007-2008","A4441","A4441"
"2007-2008","A4342","A4342"
"2007-2008","A4343","A4343"
"2007-2008","A4344","A4344"
"2007-2008","A4345","A4345"
"2007-2008","A4346","A4346"
"2007-2008","A4347","A4347"
"2007-2008","A4348","A4348"
"2007-2008","A4349","A4349"
"2007-2008","A4350","A4350"
"2007-2008","A4497","A4497"
"2007-2008","A4498","A4498"
"2007-2008","A3977","A3977"
"2007-2008","A3978","A3978"
"2007-2008","A3979","A3979"
"2007-2008","A3980-B","A3980B"
"2007-2008","A3812","A3812"
"2007-2008","A3813","A3813"
"2007-2008","A3814","A3814"
"2007-2008","A4088","A4088"
"2007-2008","A4089","A4089"
"2007-2008","A4090","A4090"
"2007-2008","A1558-C","A1558C"
"2007-2008","A1642","A1642"
"2007-2008","A1643","A1643"
"2007-2008","A1644","A1644"
"2007-2008","A1645-A","A1645A"
"2007-2008","A1646","A1646"
"2007-2008","A1693-A","A1693A"
"2007-2008","A1694","A1694"
"2007-2008","A1695","A1695"
"2007-2008","A1696","A1696"
"2007-2008","A1597","A1597"
"2007-2008","A1598","A1598"
"2007-2008","A4442","A4442"
"2007-2008","A4443","A4443"
"2007-2008","A4444","A4444"
"2007-2008","A4445","A4445"
"2007-2008","A4446","A4446"
"2007-2008","A4447","A4447"
"2007-2008","A4448","A4448"
"2007-2008","A4449","A4449"
"2007-2008","A4450","A4450"
"2007-2008","A4390","A4390"
"2007-2008","A4180","A4180"
"2007-2008","A4058","A4058"
"2007-2008","A3803","A3803"
"2007-2008","A3804-A","A3804A"
"2007-2008","A4080","A4080"
"2007-2008","A4081","A4081"
"2007-2008","A4082","A4082"
"2007-2008","A4083","A4083"
"2007-2008","A4084","A4084"
"2007-2008","A4085","A4085"
"2007-2008","A4086","A4086"
"2007-2008","A4087","A4087"
"2007-2008","A4429","A4429"
"2007-2008","A4358","A4358"
"2007-2008","A4359","A4359"
"2007-2008","A4360","A4360"
"2007-2008","A4361","A4361"
"2007-2008","A4362","A4362"
"2007-2008","A4363","A4363"
"2007-2008","A3931","A3931"
"2007-2008","A3955","A3955"
"2007-2008","A3960","A3960"
"2007-2008","A3961","A3961"
"2007-2008","A3962-A","A3962A"
"2007-2008","A1594","A1594"
"2007-2008","A1653","A1653"
"2007-2008","A1654","A1654"
"2007-2008","A1655","A1655"
"2007-2008","A1656-A","A1656A"
"2007-2008","A2109","A2109"
"2007-2008","A2110","A2110"
"2007-2008","A2111","A2111"
"2007-2008","A4027","A4027"
"2007-2008","A4028","A4028"
"2007-2008","A4059","A4059"
"2007-2008","A4060","A4060"
"2007-2008","A4061","A4061"
"2007-2008","A4062","A4062"
"2007-2008","A4063-B","A4063B"
"2007-2008","A4064","A4064"
"2007-2008","A4065","A4065"
"2007-2008","A4066","A4066"
"2007-2008","A4067","A4067"
"2007-2008","A4068","A4068"
"2007-2008","A3820","A3820"
"2007-2008","A4057","A4057"
"2007-2008","A4187","A4187"
"2007-2008","A4133","A4133"
"2007-2008","A4134","A4134"
"2007-2008","A4135","A4135"
"2007-2008","A4136","A4136"
"2007-2008","A4137-A","A4137A"
"2007-2008","A4138-A","A4138A"
"2007-2008","A4273","A4273"
"2007-2008","A4274","A4274"
"2007-2008","A4265","A4265"
"2007-2008","A4266","A4266"
"2007-2008","A4451","A4451"
"2007-2008","A4400","A4400"
"2007-2008","A3963","A3963"
"2007-2008","A3964","A3964"
"2007-2008","A3965","A3965"
"2007-2008","A3943","A3943"
"2007-2008","A4092","A4092"
"2007-2008","A4093","A4093"
"2007-2008","A4094","A4094"
"2007-2008","A4107","A4107"
"2007-2008","A4108","A4108"
"2007-2008","A4097","A4097"
"2007-2008","A4098","A4098"
"2007-2008","A4099","A4099"
"2007-2008","A4029","A4029"
"2007-2008","A4030","A4030"
"2007-2008","A4031-A","A4031A"
"2007-2008","A4032","A4032"
"2007-2008","A4033","A4033"
"2007-2008","A4034","A4034"
"2007-2008","A4163","A4163"
"2007-2008","A4164","A4164"
"2007-2008","A4175","A4175"
"2007-2008","A4176","A4176"
"2007-2008","A3940","A3940"
"2007-2008","A4188","A4188"
"2007-2008","A4189","A4189"
"2007-2008","A4190","A4190"
"2007-2008","A4191","A4191"
"2007-2008","A4192","A4192"
"2007-2008","A4193","A4193"
"2007-2008","A4194","A4194"
"2007-2008","A4195","A4195"
"2007-2008","A4196","A4196"
"2007-2008","A3914","A3914"
"2007-2008","A3956-A","A3956A"
"2007-2008","A4278","A4278"
"2007-2008","A4279","A4279"
"2007-2008","A4280-A","A4280A"
"2007-2008","A4281-A","A4281A"
"2007-2008","A4282","A4282"
"2007-2008","A4283","A4283"
"2007-2008","A4284","A4284"
"2007-2008","A4285","A4285"
"2007-2008","A4286","A4286"
"2007-2008","A4452","A4452"
"2007-2008","A4453","A4453"
"2007-2008","A4454","A4454"
"2007-2008","A4455","A4455"
"2007-2008","A4100","A4100"
"2007-2008","A4101","A4101"
"2007-2008","A4102","A4102"
"2007-2008","A3954","A3954"
"2007-2008","A4237","A4237"
"2007-2008","A4238","A4238"
"2007-2008","A4239","A4239"
"2007-2008","A4240","A4240"
"2007-2008","A4241","A4241"
"2007-2008","A4254","A4254"
"2007-2008","A4456","A4456"
"2007-2008","A3815","A3815"
"2007-2008","A4289","A4289"
"2007-2008","A3941","A3941"
"2007-2008","A3942","A3942"
"2007-2008","A3911","A3911"
"2007-2008","A3944","A3944"
"2007-2008","A3945","A3945"
"2007-2008","A3946","A3946"
"2007-2008","A3947","A3947"
"2007-2008","A4242","A4242"
"2007-2008","A4243","A4243"
"2007-2008","A4367","A4367"
"2007-2008","A4368","A4368"
"2007-2008","A3957","A3957"
"2007-2008","A3958","A3958"
"2007-2008","A3970","A3970"
"2007-2008","A3984","A3984"
"2007-2008","A3985","A3985"
"2007-2008","A3986","A3986"
"2007-2008","A3987","A3987"
"2007-2008","A4116","A4116"
"2007-2008","A4117","A4117"
"2007-2008","A4392","A4392"
"2007-2008","A4393","A4393"
"2007-2008","A4351","A4351"
"2007-2008","A3821","A3821"
"2007-2008","A3822","A3822"
"2007-2008","A3823","A3823"
"2007-2008","A3824","A3824"
"2007-2008","A3825","A3825"
"2007-2008","A3826","A3826"
"2007-2008","A3827","A3827"
"2007-2008","A3828","A3828"
"2007-2008","A4299","A4299"
"2007-2008","A4300-D","A4300D"
"2007-2008","A4301-B","A4301B"
"2007-2008","A4302-A","A4302A"
"2007-2008","A4290","A4290"
"2007-2008","A4291","A4291"
"2007-2008","A4292","A4292"
"2007-2008","A4293-B","A4293B"
"2007-2008","A4294","A4294"
"2007-2008","A4295","A4295"
"2007-2008","A4296","A4296"
"2007-2008","A4377","A4377"
"2007-2008","A4378-A","A4378A"
"2007-2008","A4119","A4119"
"2007-2008","A3884-A","A3884A"
"2007-2008","A3885","A3885"
"2007-2008","A4369","A4369"
"2007-2008","A4370","A4370"
"2007-2008","A4198","A4198"
"2007-2008","A4317","A4317"
"2007-2008","A4318","A4318"
"2007-2008","A4319","A4319"
"2007-2008","A4320","A4320"
"2007-2008","A4321","A4321"
"2007-2008","A4322","A4322"
"2007-2008","A4323","A4323"
"2007-2008","A1581","A1581"
"2007-2008","A1609","A1609"
"2007-2008","A4394","A4394"
"2007-2008","A4395","A4395"
"2007-2008","A4396","A4396"
"2007-2008","A4397","A4397"
"2007-2008","A4398","A4398"
"2007-2008","A4399","A4399"
